"Wining Team","Losing Team","Wining Score","Losing Score"
"Appalachian St","Ark Little Rock",69,63
"Arizona","California",64,61
"Arizona St","Stanford",74,64
"Army","Colgate",79,72
"Austin Peay","Tennessee St",74,72
"Canisius","Niagara",102,97
"Charlotte","Rice",88,75
"Coppin St","Delaware St",72,62
"CS Sacramento","Southern Utah",69,63
"FL Gulf Coast","North Florida",89,56
"Gardner Webb","Campbell",79,69
"Georgia","South Carolina",74,72
"Georgia St","ULL",72,69
"Grambling","Alabama A&M",65,58
"Hawaii","UC Davis",67,65
"Holy Cross","Bucknell",77,72
"Houston","Cincinnati",69,56
"Idaho","Weber St",62,58
"Idaho St","E Washington",75,71
"Incarnate Word","Abilene Chr",74,70
"Lehigh","Navy",65,63
"Longwood","Charleston So",75,69
"Louisiana Tech","Marshall",97,94
"Loyola-Chicago","Bradley",74,66
"Manhattan","Marist",81,63
"Maryland","Illinois",81,55
"MD E Shore","Morgan St",80,71
"Missouri St","Drake",69,67
"Montana","North Dakota",71,46
"Montana St","N Colorado",81,63
"Morehead St","Murray St",75,66
"MTSU","FL Atlantic",76,59
"NC A&T","NC Central",93,87
"Nicholls St","Cent Arkansas",68,64
"Norfolk St","Hampton",83,63
"Northwestern","Penn St",71,61
"Old Dominion","North Texas",76,70
"Portland St","Northern Arizona",89,81
"Presbyterian","Radford",65,64
"Rhode Island","Massachusetts",68,50
"Rider","Quinnipiac",60,57
"S Carolina St","Bethune-Cookman",85,72
"Sam Houston St","Lamar",94,76
"Santa Barbara","UC Riverside",81,55
"Savannah St","Florida A&M",52,40
"SE Louisiana","New Orleans",61,60
"SF Austin","Northwestern LA",95,55
"SMU","Connecticut",80,54
"Southern Univ","TX Southern",84,79
"Stetson","Lipscomb",96,75
"TAM C. Christi","Houston Bap",81,71
"Temple","Memphis",72,62
"Texas St","Troy",78,57
"UAB","Florida Intl",77,60
"UC Irvine","Cal Poly SLO",72,62
"ULM","Ga Southern",83,76
"UT Arlington","South Alabama",92,79
"WKU","Southern Miss",75,60
"Akron","Kent",74,60
"Austin Peay","Belmont",97,96
"Buffalo","Bowling Green",87,83
"Col Charleston","Delaware",67,63
"Columbia","Brown",66,63
"Dartmouth","Penn",72,64
"Drexel","Elon",57,56
"E Michigan","Toledo",79,75
"Evansville","Missouri St",66,56
"Gardner Webb","Coastal Car",69,65
"Harvard","Princeton",73,71
"High Point","Longwood",89,78
"Indiana St","Illinois St",65,57
"Iona","Canisius",73,55
"Loy Marymount","San Diego",64,61
"Mercer","Citadel",71,69
"Monmouth NJ","Rider",59,48
"N Illinois","Ball St",80,69
"Northern Iowa","S Illinois",66,60
"Ohio","Miami OH",67,65
"Samford","VMI",92,85
"Texas","Oklahoma St",62,50
"TN Martin","Morehead St",83,70
"UNC Asheville","Liberty",80,49
"W Michigan","C Michigan",91,82
"Wichita St","Loyola-Chicago",66,58
"Winthrop","Presbyterian",67,53
"Yale","Cornell",88,64
"Alabama A&M","Jackson St",54,51
"Alabama St","Grambling",59,58
"Appalachian St","Arkansas St",80,73
"Arizona","Stanford",94,62
"Ark Pine Bluff","MS Valley St",78,71
"Austin Peay","TN Martin",83,73
"Butler","Marquette",95,74
"BYU","Santa Clara",72,60
"California","Arizona St",68,65
"Chattanooga","Samford",59,54
"Clemson","Boston College",66,50
"Colorado St","Air Force",87,73
"Cornell","Brown",75,71
"CS Bakersfield","Seattle",93,71
"CS Sacramento","Northern Arizona",64,51
"Davidson","G Washington",87,80
"Dayton","VA Commonwealth",68,67
"Detroit","Youngstown St",92,79
"Duquesne","St Joseph's PA",78,70
"ETSU","Mercer",81,65
"Evansville","Indiana St",68,42
"F Dickinson","Mt St Mary's",80,75
"Fairfield","St Peter's",64,55
"Florida","Missouri",82,72
"Florida St","Syracuse",78,73
"Fordham","Rhode Island",64,61
"Fresno St","Utah St",86,85
"Furman","UNC Greensboro",80,64
"George Mason","Richmond",83,73
"Georgia","Alabama",70,63
"Georgia Tech","Pittsburgh",63,59
"Gonzaga","Portland",92,67
"Grand Canyon","Utah Valley",86,79
"Harvard","Penn",74,56
"Hofstra","Drexel",80,67
"Idaho","Idaho St",80,70
"Incarnate Word","Houston Bap",97,86
"Indiana","Maryland",80,62
"Iowa","Michigan",71,61
"IPFW","South Dakota",86,70
"Kansas","Iowa St",85,78
"Kentucky","LSU",94,77
"Long Beach St","Hawaii",74,72
"Marshall","Southern Miss",108,106
"Massachusetts","La Salle",69,52
"McNeese St","Cent Arkansas",85,77
"Michigan St","Ohio St",91,76
"Mississippi","Tennessee",83,60
"Mississippi St","Auburn",79,66
"Missouri KC","Chicago St",82,53
"Montana St","North Dakota",89,82
"MTSU","Florida Intl",61,58
"N Colorado","Montana",78,72
"New Mexico","Nevada",71,66
"New Mexico St","UTRGV",83,44
"New Orleans","Northwestern LA",97,86
"Nicholls St","SE Louisiana",64,45
"North Carolina","Duke",76,72
"North Texas","Charlotte",80,77
"Northeastern","Towson",71,60
"Northern Iowa","Wichita St",57,52
"Notre Dame","NC State",89,75
"Oklahoma","TCU",75,67
"Old Dominion","Rice",74,67
"Oregon","USC",76,66
"Oregon St","UCLA",86,82
"Pepperdine","San Francisco",90,86
"Portland St","Southern Utah",88,86
"Prairie View","Southern Univ",79,71
"Princeton","Dartmouth",84,65
"Providence","St John's",90,76
"Rutgers","Minnesota",75,52
"S Dakota St","Oral Roberts",73,70
"San Diego St","UNLV",92,56
"San Jose St","Boise St",68,63
"Santa Barbara","Cal Poly SLO",69,50
"Seton Hall","DePaul",80,66
"SF Austin","Sam Houston St",85,64
"Siena","Manhattan",89,76
"South Carolina","Arkansas",76,61
"St Bonaventure","St Louis",76,67
"St Mary's CA","Loy Marymount",60,48
"TAM C. Christi","Abilene Chr",74,69
"Texas A&M","Vanderbilt",76,67
"Texas St","South Alabama",68,57
"Texas Tech","Kansas St",80,71
"Tulsa","South Florida",84,74
"TX Southern","Alcorn St",76,66
"UAB","FL Atlantic",73,70
"UC Davis","CS Northridge",87,83
"UC Irvine","UC Riverside",76,66
"ULL","Ga Southern",87,78
"ULM","Georgia St",91,78
"UNC Asheville","High Point",80,69
"UNC Wilmington","Col Charleston",66,64
"UT Arlington","Troy",90,55
"Utah","Colorado",57,55
"UTEP","UT San Antonio",81,74
"Villanova","Georgetown",84,71
"Virginia","Louisville",68,46
"Virginia Tech","Miami FL",77,62
"W Carolina","Wofford",88,83
"WKU","Louisiana Tech",96,90
"Wagner","Long Island",81,65
"Weber St","E Washington",79,77
"West Virginia","Baylor",69,58
"WI Green Bay","Cleveland St",65,53
"WI Milwaukee","N Kentucky",86,69
"William & Mary","James Madison",79,64
"Winthrop","Gardner Webb",82,69
"Wright St","IL Chicago",74,43
"Xavier","Creighton",98,93
"Yale","Columbia",71,55
"Chattanooga","W Carolina",73,69
"Cincinnati","SMU",61,54
"Connecticut","UCF",67,46
"Denver","NE Omaha",78,70
"ETSU","Furman",84,76
"FL Gulf Coast","Stetson",80,78
"Hofstra","William & Mary",70,67
"Holy Cross","Army",60,38
"Iona","Siena",81,70
"Lehigh","American Univ",78,62
"Memphis","East Carolina",83,53
"Monmouth NJ","Fairfield",76,63
"N Dakota St","IUPUI",60,45
"Northern Iowa","Evansville",56,54
"Northwestern","Nebraska",65,54
"Penn St","Illinois",86,79
"Purdue","Wisconsin",91,80
"Temple","Tulane",64,56
"UNC Asheville","Winthrop",77,68
"UNC Wilmington","Northeastern",73,70
"WI Green Bay","WI Milwaukee",70,61
"Wright St","Detroit",82,72
"Bowling Green","Kent",70,69
"Chattanooga","ETSU",73,67
"Coppin St","NC A&T",98,91
"E Michigan","Toledo",69,60
"Gonzaga","BYU",88,84
"Iona","Monmouth NJ",79,76
"Miami OH","Ball St",49,47
"N Dakota St","IPFW",69,68
"N Illinois","W Michigan",56,50
"S Dakota St","Denver",54,53
"Savannah St","Delaware St",63,58
"St Mary's CA","Pepperdine",81,66
"Stony Brook","Hartford",80,64
"UNC Wilmington","Hofstra",80,73
"Vermont","New Hampshire",63,56
"WI Green Bay","Valparaiso",99,92
"Wright St","Oakland",59,55
"Alabama A&M","Ark Pine Bluff",61,53
"CS Sacramento","Montana St",79,75
"E Washington","Northern Arizona",74,52
"F Dickinson","Wagner",87,79
"FL Atlantic","UT San Antonio",82,58
"Florida St","Boston College",88,66
"Gonzaga","St Mary's CA",85,75
"Morgan St","MD E Shore",65,58
"MS Valley St","Grambling",87,73
"NC Central","Howard",68,66
"NC State","Wake Forest",75,72
"North Dakota","Southern Utah",85,80
"Portland St","N Colorado",74,67
"Princeton","Penn",72,71
"S Dakota St","N Dakota St",67,59
"WI Green Bay","Wright St",78,69
"Charlotte","Rice",79,69
"Colorado","Washington St",80,56
"Colorado St","San Jose St",80,61
"Duke","NC State",92,89
"Georgetown","DePaul",70,53
"Georgia Tech","Clemson",88,85
"Hampton","Morgan St",83,81
"Holy Cross","Lehigh",59,56
"Illinois","Minnesota",85,52
"Kansas St","Oklahoma St",75,71
"La Salle","Duquesne",88,73
"Marquette","St John's",101,93
"MS Valley St","Alcorn St",64,61
"Nebraska","Rutgers",89,72
"Nicholls St","McNeese St",94,90
"Norfolk St","NC Central",66,47
"Old Dominion","FL Atlantic",72,46
"Oregon St","Arizona St",75,66
"Pittsburgh","Syracuse",72,71
"SE Louisiana","New Orleans",84,74
"St Louis","George Mason",83,78
"TCU","Texas Tech",67,62
"Tennessee","Auburn",97,59
"TX Southern","Alabama A&M",77,69
"UNLV","Air Force",108,102
"USC","UCLA",95,71
"Utah St","Wyoming",88,70
"UTEP","Florida Intl",85,77
"Virginia Tech","Florida St",96,85
"WKU","North Texas",84,76
"Washington","Stanford",91,68
"Akron","E Michigan",65,63
"Alabama","Mississippi",81,73
"Arizona","Colorado",82,78
"Baylor","Texas",75,61
"Bowling Green","C Michigan",62,59
"Buffalo","Miami OH",94,81
"California","Oregon St",76,68
"Colorado St","Boise St",88,81
"CS Bakersfield","Chicago St",79,57
"Davidson","La Salle",78,63
"Florida","Arkansas",68,61
"Fresno St","UNLV",95,82
"G Washington","St Louis",73,65
"Georgia","Mississippi St",79,69
"Hawaii","CS Fullerton",75,44
"Houston Bap","SE Louisiana",73,68
"Idaho","E Washington",77,73
"Illinois","Iowa",68,66
"Jackson St","Prairie View",69,51
"Kansas","Kansas St",85,63
"Long Beach St","UC Riverside",82,74
"Marshall","UTEP",87,85
"Massachusetts","Rhode Island",67,62
"Miami FL","Virginia Tech",88,82
"Michigan","Northwestern",72,70
"Missouri KC","Utah Valley",80,78
"Montana","CS Sacramento",70,53
"MTSU","Charlotte",79,61
"Nebraska","Wisconsin",70,58
"Nevada","New Mexico",64,62
"North Carolina","Pittsburgh",88,71
"North Dakota","Idaho St",83,49
"Notre Dame","Duke",84,79
"Ohio","N Illinois",79,62
"Ohio St","Penn St",79,75
"Oklahoma","Iowa St",79,76
"Old Dominion","Louisiana Tech",68,52
"Oregon","Washington",83,77
"Providence","Butler",74,60
"Richmond","Fordham",70,55
"S Carolina St","Coppin St",90,80
"Sam Houston St","Nicholls St",60,59
"San Diego St","Utah St",71,65
"Santa Barbara","UC Davis",87,61
"Savannah St","Bethune-Cookman",57,50
"Seattle","UTRGV",75,52
"Seton Hall","Creighton",81,73
"South Alabama","Ga Southern",67,61
"South Florida","East Carolina",71,66
"Southern Univ","Alabama St",83,63
"Tennessee","Vanderbilt",67,65
"Texas St","Georgia St",63,61
"Tulane","UCF",65,63
"UC Irvine","Cal Poly SLO",84,64
"Utah","USC",80,72
"Villanova","Georgetown",81,67
"Virginia","Georgia Tech",72,52
"WKU","UAB",88,77
"Weber St","Portland St",78,74
"West Virginia","TCU",86,66
"Xavier","Marquette",90,72
"Akron","Bowling Green",80,66
"Buffalo","Ohio",88,74
"Connecticut","Cincinnati",104,97
"CS Bakersfield","Seattle",72,47
"Davidson","St Bonaventure",90,86
"Dayton","Richmond",69,54
"Fresno St","Colorado St",64,56
"Georgia","South Carolina",65,64
"Hampton","Savannah St",89,55
"Hawaii","Santa Barbara",88,76
"Jackson St","MS Valley St",74,68
"Kansas","Baylor",70,66
"Kentucky","Alabama",85,59
"Long Beach St","UC Irvine",77,72
"LSU","Tennessee",84,75
"Maryland","Nebraska",97,86
"Memphis","Tulsa",89,67
"Michigan","Indiana",72,69
"Michigan St","Ohio St",81,54
"Montana","Idaho",81,72
"MTSU","Marshall",99,90
"New Mexico St","Missouri KC",78,64
"North Carolina","Notre Dame",78,47
"Old Dominion","WKU",89,77
"Oregon","Arizona",95,89
"Purdue","Illinois",89,58
"S Carolina St","Norfolk St",67,65
"San Diego St","Nevada",67,55
"Seton Hall","Xavier",87,83
"SF Austin","Houston Bap",104,68
"Southern Univ","TX Southern",81,73
"St Joseph's PA","G Washington",86,80
"TAM C. Christi","Sam Houston St",79,76
"Temple","South Florida",79,62
"Texas A&M","Florida",72,66
"Tulane","Houston",72,69
"ULL","South Alabama",90,68
"UT Arlington","Texas St",72,63
"Utah","California",82,78
"VA Commonwealth","Massachusetts",85,70
"Villanova","Providence",76,68
"Virginia","Miami FL",73,68
"Weber St","North Dakota",83,78
"West Virginia","Oklahoma",69,67
"Ark Little Rock","ULL",72,65
"Buffalo","Akron",64,61
"Connecticut","Temple",77,62
"CS Bakersfield","New Mexico St",57,54
"Fresno St","San Diego St",68,63
"Hampton","S Carolina St",81,69
"Hawaii","Long Beach St",64,60
"Kansas","West Virginia",81,71
"Kentucky","Georgia",93,80
"Memphis","Tulane",74,54
"Michigan St","Maryland",64,61
"MTSU","Old Dominion",55,53
"North Carolina","Virginia",61,57
"Oregon","Utah",88,57
"Purdue","Michigan",76,59
"Seton Hall","Villanova",69,67
"SF Austin","TAM C. Christi",82,60
"Southern Univ","Jackson St",54,53
"St Joseph's PA","Dayton",82,79
"Stony Brook","Vermont",80,74
"Texas A&M","LSU",71,38
"ULM","UT Arlington",82,71
"VA Commonwealth","Davidson",76,54
"Weber St","Montana",62,59
"Ark Little Rock","ULM",70,50
"Connecticut","Memphis",72,58
"Kentucky","Texas A&M",82,77
"Michigan St","Purdue",66,62
"St Joseph's PA","VA Commonwealth",87,74
